CÓDIGO,CLIENTE,REDE,SUBREDE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,ENDEREÇO,A00_LAT,A00_LONG
9369,MINI PREÇO,,,AVENIDA JOAO BATISTA RIOS,240,CENTRO,ITAREMA,"AVENIDA JOAO BATISTA RIOS, 240, CENTRO, ITAREMA",-2.9235255,-39.912271
9370,PADARIA ARCO IRIS,,,AVENIDA MANOEL SALES,125,CENTRO,ITAREMA,"AVENIDA MANOEL SALES, 125, CENTRO, ITAREMA",-2.9251547,-39.9126147
9371,SUPERMERCADOS BOM JESUS - ITAREMA,REDE INTEGRADA,BOM JESUS,RUA 05 DE FEVEREIRO,186,CENTRO,ITAREMA,"RUA 05 DE FEVEREIRO, 186, CENTRO, ITAREMA",-2.9242369,-39.9129274
9372,MERCADINHO SILVEIRA,,,RUA MANOEL RIOS,124,CENTRO,ITAREMA,"RUA MANOEL RIOS, 124, CENTRO, ITAREMA",-2.9224654,-39.9137082
9378,PEIXARIA DO VALE,,,LOTEAMENTO BR CRUA A BELA CRUZ,SN,GUARDA,BELA CRUZ,"LOTEAMENTO BR CRUA A BELA CRUZ, SN, GUARDA, BELA CRUZ",-2.95604385,-40.19078306
9384,ATACADAO DO VALE - JIJOCA,,ATACADAO DO VALE,AVENIDA JERICOACOARA,450,CENTRO,JIJOCA DE JERICOACOARA,"AVENIDA JERICOACOARA, 450, CENTRO, JIJOCA DE JERICOACOARA",-2.8980566,-40.4556849
9385,ATACAREJO CARNEIRO,,,AVENIDA MANOEL TEIXEIRA,128,CENTRO,JIJOCA DE JERICOACOARA,"AVENIDA MANOEL TEIXEIRA, 128, CENTRO, JIJOCA DE JERICOACOARA",-2.8955158,-40.4506404
9387,ATACADAO DA VILA,,ATACADAO DO VALE,VILA VITAL VERISSIMO,SN,VILA DE JERICOACARA,JIJOCA DE JERICOACOARA,"VILA VITAL VERISSIMO, SN, VILA DE JERICOACARA, JIJOCA DE JERICOACOARA",-2.89414664,-40.45583342
9391,MERCIARIA DONA LUCIA,,,RUA LAZARO ALVES PEREIRA,173,EDMUNDO RODRIGUES,FORQUILHA,"RUA LAZARO ALVES PEREIRA, 173, EDMUNDO RODRIGUES, FORQUILHA",-3.8020376,-40.2663521
9392,SUPERMERCADO SAGRADA FAMILIA,,,RUA CRIANÇA DANTE VALERIO,SN,CENTRO,FORQUILHA,"RUA CRIANÇA DANTE VALERIO, SN, CENTRO, FORQUILHA",-3.7980093,-40.2587244
9393,MATEUS - SOBRAL,MIX MATEUS,,RUA SANTOS MEDEIROS,200,JOCELY DANT DE ANDRADE TORRES,SOBRAL,"RUA SANTOS MEDEIROS, 200, JOCELY DANT DE ANDRADE TORRES, SOBRAL",-3.6813712,-40.3427625
9396,MERCADINHO AURILENE,,,RUA OLEGARIO CARNEIRO,SN,RODAGEM,MASSAPE,"RUA OLEGARIO CARNEIRO, SN, RODAGEM, MASSAPE",-3.5214934,-40.34901224
9397,FRIGORIFICO TRAPIA,,,AVENIDA GONÇALO FERREIRA DA SILVA,SN,UBAUNA,COREAU,"AVENIDA GONÇALO FERREIRA DA SILVA, SN, UBAUNA, COREAU",-3.7387077,-40.6689901
9398,MERCANTIL NOVA CONQUISTA,,,RUA RUA DA SERRARIA,380,UBAUNA,COREAU,"RUA RUA DA SERRARIA, 380, UBAUNA, COREAU",-3.7410048,-40.6907052
9399,SUPER BARATEIRO,REDE EXATA,,RUA CAPITAO JOAQUIM FRANCISCO,SN,CENTRO,FRECHEIRINHA,"RUA CAPITAO JOAQUIM FRANCISCO, SN, CENTRO, FRECHEIRINHA",-3.7593195,-40.8176757
9401,MATEUS - TIANGUA,MIX MATEUS,,RUA PREFEITO JACQUES NUNES,1993,SEMINARIO,TIANGUA,"RUA PREFEITO JACQUES NUNES, 1993, SEMINARIO, TIANGUA",-3.7310238,-40.992032
9402,SUPERMERCADO XIMENES - TIANGUA,,SUPERMERCADO XIMENES,AVENIDA MANOEL DE LIMA,100,SEMINARIO,TIANGUA,"AVENIDA MANOEL DE LIMA, 100, SEMINARIO, TIANGUA",-3.7138451,-40.9858035
9403,MERCADINHO GEGE,,,SITIO SITIO LARANJEIRAS,SN,ZONA RURAL,VICOSA DO CEARA,"SITIO SITIO LARANJEIRAS, SN, ZONA RURAL, VICOSA DO CEARA",-3.5612088,-41.1011225
9404,MERCADINHO IVANILDO,,,RUA SALUSTIANO DE PINHO,185,CENTRO,VICOSA DO CEARA,"RUA SALUSTIANO DE PINHO, 185, CENTRO, VICOSA DO CEARA",-3.5684038,-41.0913444
9409,LUANDA MERCANTIL,,LUANDA MERCADINHO,RUA ANTONIO AVELINO,SN,CENTRO,SAO BENEDITO,"RUA ANTONIO AVELINO, SN, CENTRO, SAO BENEDITO",-4.0429071,-40.8659854
9414,MERCADINHO SAO FRANCISCO,,,RUA JOAO MACEANO DE OLIVEIRA,SN,MUCAMBO,GUARACIABA DO NORTE,"RUA JOAO MACEANO DE OLIVEIRA, SN, MUCAMBO, GUARACIABA DO NORTE",-4.2725582,-40.8266075
9415,MERCANTIL PIMENTA,,,RUA RAIMUNDO CATARINO,SN,MUCAMBO,GUARACIABA DO NORTE,"RUA RAIMUNDO CATARINO, SN, MUCAMBO, GUARACIABA DO NORTE",-4.27403072,-40.82503635
9417,MERCADINHO BARATINHO,,,RUA CLOVES XIMENES,501,CENTRO,VARJOTA,"RUA CLOVES XIMENES, 501, CENTRO, VARJOTA",-4.1958441,-40.4774392
9418,SERVE BEM COMERCIAL DE ALIMENTOS LT,,,RUA ISAIAS MACHADO PORTELA,281,CENTRO,CARIRE,"RUA ISAIAS MACHADO PORTELA, 281, CENTRO, CARIRE",-3.9499256,-40.4751224
9419,SUPER FEIRAO DO LAR - FILIAL,REDE UNIFORCA,FEIRAO DO LAR SUPERMERCADO,RUA JOAO PINTO DAMACENO,87,CENTRO,CANINDE,"RUA JOAO PINTO DAMACENO, 87, CENTRO, CANINDE",-4.3553542,-39.310581
9420,SUPERMERCADO BARATAO,REDE EXATA,,AVENIDA AVENIDA JOSE VELOSO JUCA,2263,ALTO GUARAMIRANGA,CANINDE,"AVENIDA AVENIDA JOSE VELOSO JUCA, 2263, ALTO GUARAMIRANGA, CANINDE",-4.3614696,-39.3074448
9422,ATACAREJO SAO FCO - IPU,,ATACAREJO SAO FCO,AVENIDA JOSE CARVALHO DE ARAGAO,595,BOA VISTA,IPU,"AVENIDA JOSE CARVALHO DE ARAGAO, 595, BOA VISTA, IPU",-4.332405,-40.711434
9423,DATERRA - IPU,REDE UNIFORCA,DATERRA (IPU),RUA DR LEONARDO MOTA,1180,CAIXA DAGUA,IPU,"RUA DR LEONARDO MOTA, 1180, CAIXA DAGUA, IPU",-4.3198697,-40.7083873
9424,POUSADA SAO PEDRO,,,AVENIDA FRANCISCO VITORIANO DO SANTOS,2555,PEREIROS,IPU,"AVENIDA FRANCISCO VITORIANO DO SANTOS, 2555, PEREIROS, IPU",-4.3071118,-40.6990012
9430,SUPERMERCADO CASA FILHO,,,PRACA DA MATRIZ,13,CENTRO,PORANGA,"PRACA DA MATRIZ, 13, CENTRO, PORANGA",-4.74396747,-40.92631916
9433,MERCADINHO SAO FRANCISCO,,,AVENIDA SAO VICENTE DE PAULA,362,CENTRO,ARARENDA,"AVENIDA SAO VICENTE DE PAULA, 362, CENTRO, ARARENDA",-4.7547225,-40.8274822
9434,MERCANTIL VIEIRA,,,AVENIDA SAO VICENTE DE PAULA,881,CENTRO,ARARENDA,"AVENIDA SAO VICENTE DE PAULA, 881, CENTRO, ARARENDA",-4.7544984,-40.8283491
9435,SUA CARNE,,,RUA HENRRIQUE SOARES,141,CENTRO,ARARENDA,"RUA HENRRIQUE SOARES, 141, CENTRO, ARARENDA",-4.751778,-40.8305502
9438,MERCADINHO CENTRAL,,,RUA FRANKLIM JOSE VIEIRA,151,CENTRAL,IPAPORANGA,"RUA FRANKLIM JOSE VIEIRA, 151, CENTRAL, IPAPORANGA",-4.9053214,-40.7629718
9440,MERCANTIL 2000,,,PASSAGEM BR 404,438,CENTRAL,IPAPORANGA,"PASSAGEM BR 404, 438, CENTRAL, IPAPORANGA",-4.9061027,-40.7636413
9444,COSMO - CENTRO - LJ 01,,COSMO SUPERMERCADO,AVENIDA FREI VIDAL DA PENHA,1393,CENTRO,CRATEUS,"AVENIDA FREI VIDAL DA PENHA, 1393, CENTRO, CRATEUS",-5.17122991,-40.67043751
9445,COSMO - CENTRO - LJ 02,,COSMO SUPERMERCADO,RUA DR MOREIRA DA ROCHA,556,CENTRO,CRATEUS,"RUA DR MOREIRA DA ROCHA, 556, CENTRO, CRATEUS",-5.1768037,-40.6691446
9446,COSMO - MATRIZ,,COSMO SUPERMERCADO,AVENIDA DR EDILBERTO FROTA,1425,FATIMA II,CRATEUS,"AVENIDA DR EDILBERTO FROTA, 1425, FATIMA II, CRATEUS",-5.18406677,-40.67214623
9447,MATEUS - CRATEUS,MIX MATEUS,,RUA DOUTOR HERMINIO BEZERRA,550,FATIMA II,CRATEUS,"RUA DOUTOR HERMINIO BEZERRA, 550, FATIMA II, CRATEUS",-5.1897312,-40.67582
9448,ATACAREJO SAO FCO - NOVA RUSSAS,,ATACAREJO SAO FCO,RUA ALIPIO GOMES,349,ALTO DA BOA VISTA,NOVA RUSSAS,"RUA ALIPIO GOMES, 349, ALTO DA BOA VISTA, NOVA RUSSAS",-4.706693,-40.5663042
9449,SUPERMERCADO CACIMBAS,,,RUA ALIMPIO GOMES,296,CENTRO,NOVA RUSSAS,"RUA ALIMPIO GOMES, 296, CENTRO, NOVA RUSSAS",-4.7069947,-40.5662136
9459,MORANGUINHO - HORIZONTE,,MORANGUINHO,RUA RAIMUNDO NOGUEIRA LOPES,100,CENTRO,HORIZONTE,"RUA RAIMUNDO NOGUEIRA LOPES, 100, CENTRO, HORIZONTE",-4.1075988,-38.494252
9460,MORANGUINHO - JANGADA HORIZONTE,,MORANGUINHO,AVENIDA PRESIDENTE CASTELO BRANCO,4599,CENTRO,HORIZONTE,"AVENIDA PRESIDENTE CASTELO BRANCO, 4599, CENTRO, HORIZONTE",-4.1001867,-38.4947886
9461,RAIMAR - HORIZONTE (AVENIDA),,RAIMAR,RUA PRESIDENTE CASTELO BRANCO,3786,CENTRO,HORIZONTE,"RUA PRESIDENTE CASTELO BRANCO, 3786, CENTRO, HORIZONTE",-4.0936621,-38.4964089
9462,MORANGUINHO - SHOP CASCAVEL,,MORANGUINHO,RUA FRANCISCO GALDINO DE SOUSA,2319,CENTRO,CASCAVEL,"RUA FRANCISCO GALDINO DE SOUSA, 2319, CENTRO, CASCAVEL",-4.13168,-38.2385919
9463,MORANGUNHO - JANGADA ATAC CASCAVEL,,MORANGUINHO,RUA PAD MAXIMINIANO PINTO ROCHA,2255,CENTRO,CASCAVEL,"RUA PAD MAXIMINIANO PINTO ROCHA, 2255, CENTRO, CASCAVEL",-4.1321096,-38.2399888
9465,MORANGUINHO - AVENIDA CASCAVEL,,MORANGUINHO,AVENIDA CHANCELER EDSON QUEIROZ,2944,CENTRO,CASCAVEL,"AVENIDA CHANCELER EDSON QUEIROZ, 2944, CENTRO, CASCAVEL",-4.131761,-38.2444114
9466,MORANGUINHO - BURITI,,MORANGUINHO,RUA TABELIÃO JOSÉ GAMA FILHO,1441,BURITI,PACAJUS,"RUA TABELIÃO JOSÉ GAMA FILHO, 1441, BURITI, PACAJUS",-4.1753017,-38.4726097
9467,MORANGUINHO - CONCEITO PACAJUS,,MORANGUINHO,AVENIDA PEDRO PHILOMENO,291,CENTRO,PACAJUS,"AVENIDA PEDRO PHILOMENO, 291, CENTRO, PACAJUS",-4.1730887,-38.4574045
9468,MORANGUINHO - FILIAL PACAJUS,,MORANGUINHO,RUA LUIS CLAUDIO,354,CENTRO,PACAJUS,"RUA LUIS CLAUDIO, 354, CENTRO, PACAJUS",-4.1746689,-38.4642746
9469,MORANGUINHO - MATRIZ,,MORANGUINHO,RUA PROFESSORA HERMINIA MENDONCA,387,CENTRO,PACAJUS,"RUA PROFESSORA HERMINIA MENDONCA, 387, CENTRO, PACAJUS",-4.1721854,-38.4624982
9470,MORANGUINHO - SUPER SAO FRANCISCO,,MORANGUINHO,RUA JOSE DE SOUSA FALCAO,SN,BURITI,PACAJUS,"RUA JOSE DE SOUSA FALCAO, SN, BURITI, PACAJUS",-4.1763512,-38.4692872
9471,MORANGUINHO - BARREIRA - LJ 01,,MORANGUINHO,RUA FELIX PEREIRA,672,CENTRO,BARREIRA,"RUA FELIX PEREIRA, 672, CENTRO, BARREIRA",-4.2866076,-38.6389733
9472,SUPER REDENCAO,,SUPER REDENCAO,RUA MARECHAL DEODORO,161,CENTRO,REDENCAO,"RUA MARECHAL DEODORO, 161, CENTRO, REDENCAO",-4.22567336,-38.7292058
9475,MERC FRANCISCO,,,RUA JOSE JUCA NETO,1163,CEDRO,QUIXADA,"RUA JOSE JUCA NETO, 1163, CEDRO, QUIXADA",-4.9715236,-39.0145934
9476,MERC NOSSA FAMILIA,,,RUA ADOLFO LOPES DA COSTA,106,PLANALTO RENASCER,QUIXADA,"RUA ADOLFO LOPES DA COSTA, 106, PLANALTO RENASCER, QUIXADA",-4.9583181,-39.0318699
9478,NOSSO ATACAREJO - QUIXADA,,NOSSO ATACAREJO,RUA JOSE CAPISTRANO FILHO,198,PUTIU,QUIXADA,"RUA JOSE CAPISTRANO FILHO, 198, PUTIU, QUIXADA",-4.97832126,-39.0181733
9479,MATEUS - QUIXERAMOBIM,MIX MATEUS,,RUA ANTONIO PINTO DE MENDONCA,SN,EDMILSON CORREIA,QUIXERAMOBIM,"RUA ANTONIO PINTO DE MENDONCA, SN, EDMILSON CORREIA, QUIXERAMOBIM",-5.1897502,-39.275325
9481,SAO GERALDO - QUIXERAMOBIM,,SAO GERALDO,AVENIDA GERALDO BIZARRIA DE CARVALHO,304,DR JOSE A MACHADO,QUIXERAMOBIM,"AVENIDA GERALDO BIZARRIA DE CARVALHO, 304, DR JOSE A MACHADO, QUIXERAMOBIM",-5.1876856,-39.2914152
9586,CENTERBOX - ATACAREJO,CENTERBOX,,RUA SARGENTO JOAO PINHEIRO,610,GRANJA LISBOA,CAUCAIA,"RUA SARGENTO JOAO PINHEIRO, 610, GRANJA LISBOA, CAUCAIA",-3.7807157,-38.6223482
9587,IZA FRUTAS,,,AVENIDA SANTO ANTONIO,544,OUTRA BANDA,ACARAU,"AVENIDA SANTO ANTONIO, 544, OUTRA BANDA, ACARAU",-2.8798501,-40.12168356
9590,MERCADO SUPER SAO JOSE,,,AVENIDA JOSE CARVALHO DE ARAGÃO,1014,ALTO DA BOA VISTA,IPU,"AVENIDA JOSE CARVALHO DE ARAGÃO, 1014, ALTO DA BOA VISTA, IPU",-4.33616934,-40.71129956
9595,CRIS ATACADISTA,,CRIS ATACADISTA,RUA CORONEL CORREA,1049,PARQUE SOLEDADE,CAUCAIA,"RUA CORONEL CORREA, 1049, PARQUE SOLEDADE, CAUCAIA",-3.736915,-38.6502819
9596,QUITANDA FAZENDA DO PAPAI,,,RUA FRANCISCO ROMAO,133,CENTRO,BELA CRUZ,"RUA FRANCISCO ROMAO, 133, CENTRO, BELA CRUZ",-3.05738126,-40.16930324
9597,VITORIANO - E F LUNA,REDE INTEGRADA,,RUA PADRE JOAO PIAMARTA,599,PARREAO,FORTALEZA,"RUA PADRE JOAO PIAMARTA, 599, PARREAO, FORTALEZA",-3.7603291,-38.5423981
9598,GELIA MARA MELO DO NASCIMENTO,,,RUA WELLINGTON AUGUSTO MONTEIRO,851,PARQUE SOLEDADE,CAUCAIA,"RUA WELLINGTON AUGUSTO MONTEIRO, 851, PARQUE SOLEDADE, CAUCAIA",-3.7448789,-38.6495637
9599,MERC O ALUIZIO,,,RUA URBANO TEIXEIRA,727,FAZENDINHA,ITAPIPOCA,"RUA URBANO TEIXEIRA, 727, FAZENDINHA, ITAPIPOCA",-3.4999539,-39.5915902
9602,COMETA (PASSARE),COMETA,,AVENIDA DR SILAS MUNGUBA,4301,SERRINHA,FORTALEZA,"AVENIDA DR SILAS MUNGUBA, 4301, SERRINHA, FORTALEZA",-3.79093331,-38.53740405
9604,MERCEARIA DO LUIZITO,,,AVENIDA MANUEL SALES,372,CENTRO,ITAREMA,"AVENIDA MANUEL SALES, 372, CENTRO, ITAREMA",-2.9277081,-39.9123319
9606,MERCADINHO TALIA,,,RUA LAGO VERDE,SN,PADRE ANCHIETA,TRAIRI,"RUA LAGO VERDE, SN, PADRE ANCHIETA, TRAIRI",-3.4233427,-39.2900283
9607,COMPREMAX - CANINDE,REDE PARCERIA,COMPRE MAX,RUA LUCIANO MAGALHAES,520,BELA VISTA,CANINDE,"RUA LUCIANO MAGALHAES, 520, BELA VISTA, CANINDE",-4.3463097,-39.30335
9610,PARA TY -  UMIRIM,REDE UNIFORCA,PARA TY,RUA NOSSA SR DA NATIVIDADE,141,CENTRO,UMIRIM,"RUA NOSSA SR DA NATIVIDADE, 141, CENTRO, UMIRIM",-3.6764326,-39.3485616
9613,MERCEARIA SABRA,,,RUA PROFESSOR INACIO,485,CENTRO,BELA CRUZ,"RUA PROFESSOR INACIO, 485, CENTRO, BELA CRUZ",-3.0530863,-40.1667241
9616,MERCEARIA MV,,,VILA VILA MAEIANA,01,MUNDAU,TRAIRI,"VILA VILA MAEIANA, 01, MUNDAU, TRAIRI",-3.1826378,-39.3737853
9618,MERC PAULO,,,RUA JERUSALEM,170,TABUBA,CAUCAIA,"RUA JERUSALEM, 170, TABUBA, CAUCAIA",-3.6403587,-38.7016511
9620,MERC RIBAMAR,,,RUA FCO GOMES DA SILVA,62,CAPUAN,CAUCAIA,"RUA FCO GOMES DA SILVA, 62, CAPUAN, CAUCAIA",-3.7318171,-38.7022676
9621,MERCADINHO DA ECONOMIA,,,RUA  PROFESSOR NICACIO,164,CORREGUINHO,BELA CRUZ,"RUA  PROFESSOR NICACIO, 164, CORREGUINHO, BELA CRUZ",-3.051457,-40.1682807
9622,COMETA (JOAO PESSOA),COMETA,,RUA DESEMBARGADOR PRAXEDES,163,DAMAS,FORTALEZA,"RUA DESEMBARGADOR PRAXEDES, 163, DAMAS, FORTALEZA",-3.7570117,-38.5530651
9623,PORTO SEGURO SUPERMERCADO,,,RUA GERALDO LOPES,46,MORADA NOVA,ACARAU,"RUA GERALDO LOPES, 46, MORADA NOVA, ACARAU",-2.9096001,-40.1169689
9626,COMERCIAL O GUILHERME,,,RUA  JOSE PIRES CHAVES,890,ANGELIM,URUBURETAMA,"RUA  JOSE PIRES CHAVES, 890, ANGELIM, URUBURETAMA",-3.61908897,-39.50396691
9630,CLAECK SUPERMERCADO - ARACAPE,REDE INTEGRADA,CLAECK SUPERMERCADO,RUA MIGUEL ARAGAO,1157,MONDUBIM,FORTALEZA,"RUA MIGUEL ARAGAO, 1157, MONDUBIM, FORTALEZA",-3.8317798,-38.58973
9631,COMETA (PRESIDENTE KENNEDY),COMETA,,RUA DOS FRANCESES,SN,PRESIDENTE KENNEDY,FORTALEZA,"RUA DOS FRANCESES, SN, PRESIDENTE KENNEDY, FORTALEZA",-3.7302312,-38.568373
9635,MATEUS - MARACANAU,MIX MATEUS,,AV. DR.  MENDEL STEINBRUCH,14618,PAJUCARA,MARACANAU,"AV. DR.  MENDEL STEINBRUCH, 14618, PAJUCARA, MARACANAU",-3.8782661,-38.59633799
9669,RICARDO DOS ALUMINIOS,,COMERCIO MUNDIAL,RUA JOSE JULIO LOUZADA,240,CENTRO,ACARAU,"RUA JOSE JULIO LOUZADA, 240, CENTRO, ACARAU",-2.88525913,-40.11989105
9670,CASA DA FRUTA,,,VILA GUALDRAPAS,SN,GUALDRAPAS,TRAIRI,"VILA GUALDRAPAS, SN, GUALDRAPAS, TRAIRI",-3.40445461,-39.29459312
9671,MORANGUINHO - BEBERIBE,,MORANGUINHO,RUA RACINE FACO,08,SAGRADA FAMILIA,BEBERIBE,"RUA RACINE FACO, 08, SAGRADA FAMILIA, BEBERIBE",-4.18344659,-38.13027665
9716,COMERCIO DE POLPAS DE FRUTAS ME,,,RUA SITIO FRADE,SN,ZONA RURAL,ITAPAJE,"RUA SITIO FRADE, SN, ZONA RURAL, ITAPAJE",-3.6844551,-39.5863724
9718,MERCADINHO VITORIA,,,RUA ANTONIO CARVALHO,28,URBANO TEIXEIRA,ITAPIPOCA,"RUA ANTONIO CARVALHO, 28, URBANO TEIXEIRA, ITAPIPOCA",-3.4990311,-39.5994259
10745,CIA DA CARNE,,,RUA DOM ALMEIDA LUSTOSA,1877,PARQUE BOA VISTA,CAUCAIA,"RUA DOM ALMEIDA LUSTOSA, 1877, PARQUE BOA VISTA, CAUCAIA",-3.7600164,-38.6160465
10747,COMERCIAL ALAMEDA,REDE EXATA,,RUA ACARI,2263,PEDRAS,FORTALEZA,"RUA ACARI, 2263, PEDRAS, FORTALEZA",-3.8745774,-38.5111686
10748,MERC & FRIGORIFICO O MENOR PREÇO,REDE EXATA,,AVENIDA DIOGUINHO,5740,PRAIA DO FUTURO II,FORTALEZA,"AVENIDA DIOGUINHO, 5740, PRAIA DO FUTURO II, FORTALEZA",-3.7640975,-38.4420131
10749,SUPER LUA - PROF MURILO,REDE PARCERIA,SUPER LUA,RUA PROFESSOR MURILO SILVEIRA,189,VICENTE PINZON,FORTALEZA,"RUA PROFESSOR MURILO SILVEIRA, 189, VICENTE PINZON, FORTALEZA",-3.7242051,-38.4636954
10751,SUPER MAX,,,RUA RIO GRANDE DO SUL,1414,DEMOCRITO ROCHA,FORTALEZA,"RUA RIO GRANDE DO SUL, 1414, DEMOCRITO ROCHA, FORTALEZA",-3.7606248,-38.5689803
10752,POPULAR ATACADISTA,,POPULAR ATACADISTA,RUA FRANCISCA MARIA DA CONCEICAO,1545,PLANALTO AYRTON SENNA,FORTALEZA,"RUA FRANCISCA MARIA DA CONCEICAO, 1545, PLANALTO AYRTON SENNA, FORTALEZA",-3.8361488,-38.5733762
10756,MATEUS - HENRIQUE JORGE,MIX MATEUS,,RUA SENADOR FERNANDES TAVORA,2100,DOM LUSTOSA,FORTALEZA,"RUA SENADOR FERNANDES TAVORA, 2100, DOM LUSTOSA, FORTALEZA",-3.75714249,-38.59061584
10758,MATEUS - MARANGUAPE,MIX MATEUS,,AV. CMTE. AVIADOR CHILDERICO MOTA,1606,TANGUEIRA,MARANGUAPE,"AV. CMTE. AVIADOR CHILDERICO MOTA, 1606, TANGUEIRA, MARANGUAPE",-3.89666198,-38.67373332
10771,COMERCIAL SANTO ANTONIO,,,RUA MONSENHOR ROSA,21,CARLITO PAMPLONA,FORTALEZA,"RUA MONSENHOR ROSA, 21, CARLITO PAMPLONA, FORTALEZA",-3.7151685,-38.5465957
10795,PANIFICADORA RM,,,AVENIDA CENTRAL,4850,ICARAI,CAUCAIA,"AVENIDA CENTRAL, 4850, ICARAI, CAUCAIA",-3.6770859,-38.6641246
10868,MATEUS - CANINDE,MIX MATEUS,,RUA JOAO NECO,SN,BELA VISTA,CANINDE,"RUA JOAO NECO, SN, BELA VISTA, CANINDE",-4.3468031,-39.3037179
10873,MERCANTIL KABOQUIM,REDE EXATA,,RUA ESTER MARTINS,37,CENTRO,SAO GONCALO DO AMARANTE,"RUA ESTER MARTINS, 37, CENTRO, SAO GONCALO DO AMARANTE",-3.6060059,-38.9690691
10874,JC FRIOS,,,RODOVIA DOUTOR MENDEL STEINBRUCH,SN,DISTRITO INDUSTRIAL I,MARACANAU,"RODOVIA DOUTOR MENDEL STEINBRUCH, SN, DISTRITO INDUSTRIAL I, MARACANAU",-3.854777,-38.5886288
10875,SUPERMERCADO IDEAL,,,AVENIDA JOAO BATISTA RIOS,1321,CENTRO,ITAREMA,"AVENIDA JOAO BATISTA RIOS, 1321, CENTRO, ITAREMA",-2.9202974,-39.9179878
10876,JOA RISTORBAR,,,RUA OSVALDO CRUZ,1318,ALDEOTA,FORTALEZA,"RUA OSVALDO CRUZ, 1318, ALDEOTA, FORTALEZA",-3.73717,-38.5009813
10900,LA DULCE VITA CONFEITARIA,,,RUA R ANTONINA DO NORTE,350,SAO GERARDO,FORTALEZA,"RUA R ANTONINA DO NORTE, 350, SAO GERARDO, FORTALEZA",-3.7319528,-38.5537117
10933,COMERCIAL QUEIROZ,,,RUA MANOEL SALES,1462,CARGOE,ITAREMA,"RUA MANOEL SALES, 1462, CARGOE, ITAREMA",-2.9418729,-39.9095118
10934,SUPERMERCADO ERIVALDO,REDE EXATA,,RUA 311,59,CONJUNTO CEARA,FORTALEZA,"RUA 311, 59, CONJUNTO CEARA, FORTALEZA",-3.7744146,-38.6152931
10936,HAYANNE MERCADINHO,,,OUTROS POVOADO GRAJIRU,SN,GUAJIRU,PARACURU,"OUTROS POVOADO GRAJIRU, SN, GUAJIRU, PARACURU",-3.4088144,-39.0297238
10941,SUPERMERCADO MATHEUS,,,RUA JOSE SIQUEIRA,335,CENTRO,VICOSA DO CEARA,"RUA JOSE SIQUEIRA, 335, CENTRO, VICOSA DO CEARA",-3.5673877,-41.0916603
10943,SUPERMERCADO MERCANTUDO LTDA,,,RUA DOM PEDRO II,1015,CENTRO,CRATEUS,"RUA DOM PEDRO II, 1015, CENTRO, CRATEUS",-5.1806856,-40.6694362
10944,COMERCIAL MOISES,,,RUA JOSE MONTEIRO DE MELO,446,AVENIDA,ACARAU,"RUA JOSE MONTEIRO DE MELO, 446, AVENIDA, ACARAU",-2.8979628,-40.1197719
10946,COMETA (CENTRO),COMETA,,RUA SAO PAULO,01648,CENTRO,FORTALEZA,"RUA SAO PAULO, 01648, CENTRO, FORTALEZA",-3.7216531,-38.540229
10947,COMETA (MESSEJANA),COMETA,,RUA WASHINGTON SOARES,7263,MESSEJANA,FORTALEZA,"RUA WASHINGTON SOARES, 7263, MESSEJANA, FORTALEZA",-3.8194224,-38.4817816
10948,COMETA (MONDUBIM),COMETA,,AVENIDA GODOFREDO MACIEL,4035,MONDUBIM,FORTALEZA,"AVENIDA GODOFREDO MACIEL, 4035, MONDUBIM, FORTALEZA",-3.81050075,-38.57394099
10952,M J DE QUEIROZ NOGUEIRA MERCEARIA,REDE CEARENSE,,RUA DONA ADELIA ALBUQUERQUE,401,SALVIANO CARLOS,QUIXERAMOBIM,"RUA DONA ADELIA ALBUQUERQUE, 401, SALVIANO CARLOS, QUIXERAMOBIM",-5.1892641,-39.3005319
10953,MERCADINHO ARAGAO,,,RUA MINERVA,39,GENIBAU,FORTALEZA,"RUA MINERVA, 39, GENIBAU, FORTALEZA",-3.748137,-38.6007033
10955,JUNIOR MERCANTIL,REDE EXATA,,RUA SENADOR POMPEU,2508,BENFICA,FORTALEZA,"RUA SENADOR POMPEU, 2508, BENFICA, FORTALEZA",-3.7403699,-38.5339275
10960,UNIAO - LJ 02,,UNIAO,RUA RIACHO,383,CENTRO,ITAREMA,"RUA RIACHO, 383, CENTRO, ITAREMA",-2.9233624,-39.9128227
10961,SUPER SAO JOSE,REDE EXATA,,RUA CONEGO LIMA SUCUPIRA,1803,PARANGABA,FORTALEZA,"RUA CONEGO LIMA SUCUPIRA, 1803, PARANGABA, FORTALEZA",-3.7779625,-38.5519438
10963,MERCADINHO SANTA EDWIRGES,,,AVENIDA ENGENHEIRO LEAL LIMAVERDE,306,SAPIRANGA,FORTALEZA,"AVENIDA ENGENHEIRO LEAL LIMAVERDE, 306, SAPIRANGA, FORTALEZA",-3.7909653,-38.4762421
10964,MERCADINHO HOLANDA JL,REDE EXATA,,RUA DAS CANARIO DA TERRA,170,EDSON QUEIROZ,FORTALEZA,"RUA DAS CANARIO DA TERRA, 170, EDSON QUEIROZ, FORTALEZA",-3.7745397,-38.4554488
